"","Gene1","Gene2"
"2526","Gene 86","Gene 64"
"2527","Gene 86","Gene 65"
"2528","Gene 86","Gene 68"
"2529","Gene 86","Gene 70"
"2530","Gene 86","Gene 75"
"2531","Gene 86","Gene 76"
"2532","Gene 86","Gene 77"
"2533","Gene 86","Gene 84"
"2534","Gene 86","Gene 85"
"2535","Gene 86","Gene 92"
"2536","Gene 86","Gene 95"
"2537","Gene 86","Gene 97"
"2538","Gene 86","Gene 98"
"2539","Gene 86","Gene 100"
"2540","Gene 87","Gene 8"
"2541","Gene 87","Gene 16"
"2542","Gene 87","Gene 17"
"2543","Gene 87","Gene 19"
"2544","Gene 87","Gene 22"
"2545","Gene 87","Gene 23"
"2546","Gene 87","Gene 27"
"2547","Gene 87","Gene 34"
"2548","Gene 87","Gene 35"
"2549","Gene 87","Gene 37"
"2550","Gene 87","Gene 42"
"2551","Gene 87","Gene 43"
"2552","Gene 87","Gene 44"
"2553","Gene 87","Gene 53"
"2554","Gene 87","Gene 55"
"2555","Gene 87","Gene 60"
"2556","Gene 87","Gene 62"
"2557","Gene 87","Gene 71"
"2558","Gene 87","Gene 72"
"2559","Gene 87","Gene 74"
"2560","Gene 87","Gene 75"
"2561","Gene 87","Gene 77"
"2562","Gene 87","Gene 78"
"2563","Gene 87","Gene 80"
"2564","Gene 87","Gene 84"
"2565","Gene 87","Gene 85"
"2566","Gene 87","Gene 92"
"2567","Gene 87","Gene 95"
"2568","Gene 87","Gene 98"
"2569","Gene 88","Gene 4"
"2570","Gene 88","Gene 7"
"2571","Gene 88","Gene 15"
"2572","Gene 88","Gene 16"
"2573","Gene 88","Gene 21"
"2574","Gene 88","Gene 25"
"2575","Gene 88","Gene 29"
"2576","Gene 88","Gene 35"
"2577","Gene 88","Gene 38"
"2578","Gene 88","Gene 39"
"2579","Gene 88","Gene 45"
"2580","Gene 88","Gene 49"
"2581","Gene 88","Gene 50"
"2582","Gene 88","Gene 54"
"2583","Gene 88","Gene 58"
"2584","Gene 88","Gene 65"
"2585","Gene 88","Gene 68"
"2586","Gene 88","Gene 71"
"2587","Gene 88","Gene 77"
"2588","Gene 88","Gene 78"
"2589","Gene 88","Gene 80"
"2590","Gene 88","Gene 82"
"2591","Gene 88","Gene 95"
"2592","Gene 88","Gene 96"
"2593","Gene 89","Gene 2"
"2594","Gene 89","Gene 5"
"2595","Gene 89","Gene 7"
"2596","Gene 89","Gene 9"
"2597","Gene 89","Gene 25"
"2598","Gene 89","Gene 29"
"2599","Gene 89","Gene 31"
"2600","Gene 89","Gene 34"
"2601","Gene 89","Gene 42"
"2602","Gene 89","Gene 43"
"2603","Gene 89","Gene 44"
"2604","Gene 89","Gene 49"
"2605","Gene 89","Gene 52"
"2606","Gene 89","Gene 56"
"2607","Gene 89","Gene 59"
"2608","Gene 89","Gene 62"
"2609","Gene 89","Gene 67"
"2610","Gene 89","Gene 68"
"2611","Gene 89","Gene 72"
"2612","Gene 89","Gene 76"
"2613","Gene 89","Gene 77"
"2614","Gene 89","Gene 90"
"2615","Gene 89","Gene 92"
"2616","Gene 89","Gene 94"
"2617","Gene 89","Gene 95"
"2618","Gene 89","Gene 99"
"2619","Gene 90","Gene 1"
"2620","Gene 90","Gene 2"
"2621","Gene 90","Gene 7"
"2622","Gene 90","Gene 8"
"2623","Gene 90","Gene 13"
"2624","Gene 90","Gene 15"
"2625","Gene 90","Gene 17"
"2626","Gene 90","Gene 21"
"2627","Gene 90","Gene 24"
"2628","Gene 90","Gene 29"
"2629","Gene 90","Gene 30"
"2630","Gene 90","Gene 32"
"2631","Gene 90","Gene 36"
"2632","Gene 90","Gene 41"
"2633","Gene 90","Gene 48"
"2634","Gene 90","Gene 52"
"2635","Gene 90","Gene 58"
"2636","Gene 90","Gene 59"
"2637","Gene 90","Gene 60"
"2638","Gene 90","Gene 62"
"2639","Gene 90","Gene 63"
"2640","Gene 90","Gene 65"
"2641","Gene 90","Gene 66"
"2642","Gene 90","Gene 69"
"2643","Gene 90","Gene 77"
"2644","Gene 90","Gene 78"
"2645","Gene 90","Gene 85"
"2646","Gene 90","Gene 89"
"2647","Gene 90","Gene 96"
"2648","Gene 90","Gene 97"
"2649","Gene 90","Gene 99"
"2650","Gene 91","Gene 1"
"2651","Gene 91","Gene 10"
"2652","Gene 91","Gene 13"
"2653","Gene 91","Gene 19"
"2654","Gene 91","Gene 20"
"2655","Gene 91","Gene 22"
"2656","Gene 91","Gene 28"
"2657","Gene 91","Gene 32"
"2658","Gene 91","Gene 35"
"2659","Gene 91","Gene 41"
"2660","Gene 91","Gene 47"
"2661","Gene 91","Gene 49"
"2662","Gene 91","Gene 51"
"2663","Gene 91","Gene 55"
"2664","Gene 91","Gene 60"
"2665","Gene 91","Gene 63"
"2666","Gene 91","Gene 66"
"2667","Gene 91","Gene 67"
"2668","Gene 91","Gene 70"
"2669","Gene 91","Gene 72"
"2670","Gene 91","Gene 73"
"2671","Gene 91","Gene 76"
"2672","Gene 91","Gene 81"
"2673","Gene 91","Gene 82"
"2674","Gene 91","Gene 95"
"2675","Gene 91","Gene 96"
"2676","Gene 92","Gene 3"
"2677","Gene 92","Gene 5"
"2678","Gene 92","Gene 7"
"2679","Gene 92","Gene 9"
"2680","Gene 92","Gene 11"
"2681","Gene 92","Gene 19"
"2682","Gene 92","Gene 20"
"2683","Gene 92","Gene 23"
"2684","Gene 92","Gene 24"
"2685","Gene 92","Gene 27"
"2686","Gene 92","Gene 29"
"2687","Gene 92","Gene 30"
"2688","Gene 92","Gene 34"
"2689","Gene 92","Gene 38"
"2690","Gene 92","Gene 39"
"2691","Gene 92","Gene 46"
"2692","Gene 92","Gene 50"
"2693","Gene 92","Gene 58"
"2694","Gene 92","Gene 60"
"2695","Gene 92","Gene 63"
"2696","Gene 92","Gene 64"
"2697","Gene 92","Gene 68"
"2698","Gene 92","Gene 69"
"2699","Gene 92","Gene 74"
"2700","Gene 92","Gene 76"
"2701","Gene 92","Gene 80"
"2702","Gene 92","Gene 83"
"2703","Gene 92","Gene 85"
"2704","Gene 92","Gene 86"
"2705","Gene 92","Gene 87"
"2706","Gene 92","Gene 89"
"2707","Gene 92","Gene 96"
"2708","Gene 92","Gene 97"
"2709","Gene 92","Gene 98"
"2710","Gene 92","Gene 99"
"2711","Gene 93","Gene 5"
"2712","Gene 93","Gene 7"
"2713","Gene 93","Gene 10"
"2714","Gene 93","Gene 18"
"2715","Gene 93","Gene 21"
"2716","Gene 93","Gene 22"
"2717","Gene 93","Gene 27"
"2718","Gene 93","Gene 29"
"2719","Gene 93","Gene 31"
"2720","Gene 93","Gene 32"
"2721","Gene 93","Gene 39"
"2722","Gene 93","Gene 40"
"2723","Gene 93","Gene 41"
"2724","Gene 93","Gene 66"
"2725","Gene 93","Gene 67"
"2726","Gene 93","Gene 69"
"2727","Gene 93","Gene 70"
"2728","Gene 93","Gene 77"
"2729","Gene 93","Gene 82"
"2730","Gene 93","Gene 94"
"2731","Gene 93","Gene 96"
"2732","Gene 93","Gene 99"
"2733","Gene 94","Gene 3"
"2734","Gene 94","Gene 6"
"2735","Gene 94","Gene 7"
"2736","Gene 94","Gene 11"
"2737","Gene 94","Gene 13"
"2738","Gene 94","Gene 16"
"2739","Gene 94","Gene 18"
"2740","Gene 94","Gene 19"
"2741","Gene 94","Gene 21"
"2742","Gene 94","Gene 28"
"2743","Gene 94","Gene 31"
"2744","Gene 94","Gene 32"
"2745","Gene 94","Gene 33"
"2746","Gene 94","Gene 36"
"2747","Gene 94","Gene 37"
"2748","Gene 94","Gene 41"
"2749","Gene 94","Gene 42"
"2750","Gene 94","Gene 43"
"2751","Gene 94","Gene 46"
"2752","Gene 94","Gene 47"
"2753","Gene 94","Gene 49"
"2754","Gene 94","Gene 51"
"2755","Gene 94","Gene 53"
"2756","Gene 94","Gene 54"
"2757","Gene 94","Gene 61"
"2758","Gene 94","Gene 62"
"2759","Gene 94","Gene 65"
"2760","Gene 94","Gene 66"
"2761","Gene 94","Gene 67"
"2762","Gene 94","Gene 76"
"2763","Gene 94","Gene 82"
"2764","Gene 94","Gene 89"
"2765","Gene 94","Gene 93"
"2766","Gene 94","Gene 97"
"2767","Gene 94","Gene 98"
"2768","Gene 95","Gene 4"
"2769","Gene 95","Gene 8"
"2770","Gene 95","Gene 9"
"2771","Gene 95","Gene 10"
"2772","Gene 95","Gene 12"
"2773","Gene 95","Gene 13"
"2774","Gene 95","Gene 15"
"2775","Gene 95","Gene 16"
"2776","Gene 95","Gene 19"
"2777","Gene 95","Gene 20"
"2778","Gene 95","Gene 21"
"2779","Gene 95","Gene 22"
"2780","Gene 95","Gene 26"
"2781","Gene 95","Gene 27"
"2782","Gene 95","Gene 28"
"2783","Gene 95","Gene 32"
"2784","Gene 95","Gene 35"
"2785","Gene 95","Gene 36"
"2786","Gene 95","Gene 38"
"2787","Gene 95","Gene 42"
"2788","Gene 95","Gene 46"
"2789","Gene 95","Gene 54"
"2790","Gene 95","Gene 57"
"2791","Gene 95","Gene 62"
"2792","Gene 95","Gene 66"
"2793","Gene 95","Gene 69"
"2794","Gene 95","Gene 70"
"2795","Gene 95","Gene 73"
"2796","Gene 95","Gene 74"
"2797","Gene 95","Gene 77"
"2798","Gene 95","Gene 80"
"2799","Gene 95","Gene 82"
"2800","Gene 95","Gene 84"
"2801","Gene 95","Gene 86"
"2802","Gene 95","Gene 87"
"2803","Gene 95","Gene 88"
"2804","Gene 95","Gene 89"
"2805","Gene 95","Gene 91"
"2806","Gene 95","Gene 97"
"2807","Gene 96","Gene 3"
"2808","Gene 96","Gene 5"
"2809","Gene 96","Gene 7"
"2810","Gene 96","Gene 8"
"2811","Gene 96","Gene 15"
"2812","Gene 96","Gene 16"
"2813","Gene 96","Gene 20"
"2814","Gene 96","Gene 22"
"2815","Gene 96","Gene 23"
"2816","Gene 96","Gene 29"
"2817","Gene 96","Gene 31"
"2818","Gene 96","Gene 43"
"2819","Gene 96","Gene 56"
"2820","Gene 96","Gene 58"
"2821","Gene 96","Gene 59"
"2822","Gene 96","Gene 60"
"2823","Gene 96","Gene 65"
"2824","Gene 96","Gene 66"
"2825","Gene 96","Gene 78"
"2826","Gene 96","Gene 79"
"2827","Gene 96","Gene 80"
"2828","Gene 96","Gene 81"
"2829","Gene 96","Gene 82"
"2830","Gene 96","Gene 83"
"2831","Gene 96","Gene 88"
"2832","Gene 96","Gene 90"
"2833","Gene 96","Gene 91"
"2834","Gene 96","Gene 92"
"2835","Gene 96","Gene 93"
"2836","Gene 96","Gene 97"
"2837","Gene 96","Gene 99"
"2838","Gene 97","Gene 2"
"2839","Gene 97","Gene 6"
"2840","Gene 97","Gene 9"
"2841","Gene 97","Gene 15"
"2842","Gene 97","Gene 16"
"2843","Gene 97","Gene 17"
"2844","Gene 97","Gene 20"
"2845","Gene 97","Gene 21"
"2846","Gene 97","Gene 23"
"2847","Gene 97","Gene 29"
"2848","Gene 97","Gene 33"
"2849","Gene 97","Gene 34"
"2850","Gene 97","Gene 36"
"2851","Gene 97","Gene 38"
"2852","Gene 97","Gene 60"
"2853","Gene 97","Gene 62"
"2854","Gene 97","Gene 71"
"2855","Gene 97","Gene 73"
"2856","Gene 97","Gene 74"
"2857","Gene 97","Gene 78"
"2858","Gene 97","Gene 80"
"2859","Gene 97","Gene 82"
"2860","Gene 97","Gene 84"
"2861","Gene 97","Gene 86"
"2862","Gene 97","Gene 90"
"2863","Gene 97","Gene 92"
"2864","Gene 97","Gene 94"
"2865","Gene 97","Gene 95"
"2866","Gene 97","Gene 96"
"2867","Gene 97","Gene 99"
"2868","Gene 98","Gene 7"
"2869","Gene 98","Gene 16"
"2870","Gene 98","Gene 21"
"2871","Gene 98","Gene 28"
"2872","Gene 98","Gene 30"
"2873","Gene 98","Gene 34"
"2874","Gene 98","Gene 35"
"2875","Gene 98","Gene 40"
"2876","Gene 98","Gene 43"
"2877","Gene 98","Gene 48"
"2878","Gene 98","Gene 57"
"2879","Gene 98","Gene 59"
"2880","Gene 98","Gene 61"
"2881","Gene 98","Gene 65"
"2882","Gene 98","Gene 69"
"2883","Gene 98","Gene 72"
"2884","Gene 98","Gene 76"
"2885","Gene 98","Gene 77"
"2886","Gene 98","Gene 78"
"2887","Gene 98","Gene 86"
"2888","Gene 98","Gene 87"
"2889","Gene 98","Gene 92"
"2890","Gene 98","Gene 94"
"2891","Gene 98","Gene 100"
"2892","Gene 99","Gene 5"
"2893","Gene 99","Gene 14"
"2894","Gene 99","Gene 17"
"2895","Gene 99","Gene 18"
"2896","Gene 99","Gene 22"
"2897","Gene 99","Gene 26"
"2898","Gene 99","Gene 29"
"2899","Gene 99","Gene 32"
"2900","Gene 99","Gene 34"
"2901","Gene 99","Gene 39"
"2902","Gene 99","Gene 44"
"2903","Gene 99","Gene 46"
"2904","Gene 99","Gene 47"
"2905","Gene 99","Gene 50"
"2906","Gene 99","Gene 51"
"2907","Gene 99","Gene 53"
"2908","Gene 99","Gene 54"
"2909","Gene 99","Gene 55"
"2910","Gene 99","Gene 58"
"2911","Gene 99","Gene 60"
"2912","Gene 99","Gene 63"
"2913","Gene 99","Gene 66"
"2914","Gene 99","Gene 67"
"2915","Gene 99","Gene 69"
"2916","Gene 99","Gene 70"
"2917","Gene 99","Gene 71"
"2918","Gene 99","Gene 74"
"2919","Gene 99","Gene 75"
"2920","Gene 99","Gene 76"
"2921","Gene 99","Gene 80"
"2922","Gene 99","Gene 85"
"2923","Gene 99","Gene 89"
"2924","Gene 99","Gene 90"
"2925","Gene 99","Gene 92"
"2926","Gene 99","Gene 93"
"2927","Gene 99","Gene 96"
"2928","Gene 99","Gene 97"
"2929","Gene 99","Gene 100"
"2930","Gene 100","Gene 6"
"2931","Gene 100","Gene 7"
"2932","Gene 100","Gene 9"
"2933","Gene 100","Gene 10"
"2934","Gene 100","Gene 25"
"2935","Gene 100","Gene 31"
"2936","Gene 100","Gene 33"
"2937","Gene 100","Gene 36"
"2938","Gene 100","Gene 37"
"2939","Gene 100","Gene 44"
"2940","Gene 100","Gene 48"
"2941","Gene 100","Gene 50"
"2942","Gene 100","Gene 53"
"2943","Gene 100","Gene 55"
"2944","Gene 100","Gene 57"
"2945","Gene 100","Gene 58"
"2946","Gene 100","Gene 63"
"2947","Gene 100","Gene 67"
"2948","Gene 100","Gene 70"
"2949","Gene 100","Gene 74"
"2950","Gene 100","Gene 75"
"2951","Gene 100","Gene 85"
"2952","Gene 100","Gene 86"
"2953","Gene 100","Gene 98"
"2954","Gene 100","Gene 99"
