"","Gene 1","Gene 2","Gene 3","Gene 4","Gene 5","Gene 6","Gene 7","Gene 8","Gene 9","Gene 10","Gene 11","Gene 12","Gene 13","Gene 14","Gene 15","Gene 16","Gene 17","Gene 18","Gene 19","Gene 20","Gene 21","Gene 22","Gene 23","Gene 24","Gene 25","Gene 26","Gene 27","Gene 28","Gene 29","Gene 30","Gene 31","Gene 32","Gene 33","Gene 34","Gene 35","Gene 36","Gene 37","Gene 38","Gene 39","Gene 40","Gene 41","Gene 42","Gene 43","Gene 44","Gene 45","Gene 46","Gene 47","Gene 48","Gene 49","Gene 50","Gene 51","Gene 52","Gene 53","Gene 54","Gene 55","Gene 56","Gene 57","Gene 58","Gene 59","Gene 60","Gene 61","Gene 62","Gene 63","Gene 64","Gene 65","Gene 66","Gene 67","Gene 68","Gene 69","Gene 70","Gene 71","Gene 72","Gene 73","Gene 74","Gene 75","Gene 76","Gene 77","Gene 78","Gene 79","Gene 80","Gene 81","Gene 82","Gene 83","Gene 84","Gene 85","Gene 86","Gene 87","Gene 88","Gene 89","Gene 90","Gene 91","Gene 92","Gene 93","Gene 94","Gene 95","Gene 96","Gene 97","Gene 98","Gene 99","Gene 100"
"Cell 739",19,22,43,47,28,4,29,12,30,3,19,22,21,6,0,13,8,9,15,76,25,18,6,17,18,11,11,9,8,19,0,11,2,11,3,6,6,19,41,3,6,8,23,9,16,2,5,7,16,0,2,0,0,14,3,2,2,13,13,23,7,0,4,11,0,4,2,0,0,0,5,4,3,0,13,5,0,2,0,3,6,0,6,7,0,0,3,11,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 740",46,32,17,22,9,10,19,12,31,9,22,37,5,8,0,17,22,8,16,85,31,13,8,9,20,5,8,14,19,17,0,14,6,14,0,12,8,24,27,12,22,5,8,4,10,8,2,6,8,1,15,0,0,5,1,6,3,14,14,23,10,0,15,4,0,1,4,2,2,4,6,0,5,0,15,2,0,3,0,9,1,0,9,12,0,1,9,11,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 741",34,11,28,19,9,19,18,20,51,11,14,13,26,10,0,1,5,18,26,76,30,30,6,18,23,19,6,9,9,9,0,17,6,29,0,5,10,21,39,14,14,3,18,11,7,6,1,11,12,0,11,0,0,8,0,9,2,18,12,27,26,0,5,22,0,0,3,0,0,0,11,2,0,0,20,3,0,3,0,3,0,0,7,5,0,0,6,16,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 742",35,24,13,16,21,3,22,13,24,9,9,19,24,12,0,12,11,19,13,84,36,16,1,10,25,8,5,7,10,5,0,9,5,17,0,9,9,24,15,6,8,20,9,6,8,17,0,8,10,0,1,0,2,10,4,0,6,11,15,34,13,0,7,11,0,2,7,2,2,0,5,7,0,0,30,8,0,7,0,11,2,0,4,8,0,0,13,8,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 743",34,40,20,47,12,9,32,4,26,6,28,12,19,2,0,22,19,21,22,82,34,19,3,18,10,18,0,7,25,17,1,4,7,16,0,3,6,23,62,11,16,4,11,12,21,3,0,14,15,0,5,0,0,6,1,3,4,9,9,21,18,0,12,1,0,0,9,1,2,0,4,2,1,0,17,1,0,6,0,15,0,0,11,5,0,0,25,10,0,0,1,0,0,0,1,0,1,0,0,0
"Cell 744",22,14,24,19,52,13,26,2,42,14,7,12,36,18,3,14,14,17,5,82,39,28,9,15,43,9,13,5,3,6,0,6,5,25,3,10,11,27,16,6,8,5,8,9,5,3,0,0,7,0,14,0,0,28,0,0,2,25,3,27,6,0,9,22,0,0,0,0,0,0,8,5,0,0,16,12,0,3,0,0,4,0,3,2,0,0,4,18,0,2,0,0,0,0,0,0,0,2,0,0
"Cell 745",31,44,21,10,21,6,29,24,21,6,41,13,19,15,2,32,21,21,18,77,46,27,13,16,48,18,1,7,26,21,0,14,14,14,0,7,22,18,28,13,6,6,4,31,14,12,0,3,4,0,15,0,2,2,0,5,2,12,9,31,10,0,10,4,3,0,1,6,9,0,7,0,6,0,10,5,0,5,0,0,0,0,5,22,0,0,13,10,0,2,0,0,3,0,2,0,0,0,0,1
"Cell 746",21,22,50,32,15,5,22,15,31,9,23,18,22,11,1,10,14,26,31,100,34,38,9,5,30,19,1,7,15,13,0,22,3,18,0,11,5,13,30,8,6,6,12,10,11,4,12,3,2,0,15,0,0,10,0,3,0,26,15,32,20,0,7,7,0,0,0,2,0,0,4,0,0,0,12,5,0,6,0,5,3,0,3,3,0,0,9,17,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 747",28,24,8,24,14,7,22,5,41,9,10,18,27,6,0,6,14,10,25,95,21,14,12,12,35,5,1,14,16,13,1,21,2,14,3,6,15,24,41,13,22,8,6,14,17,4,4,8,5,0,4,0,0,4,0,0,8,31,8,27,17,0,11,13,0,0,5,0,8,0,14,5,0,0,31,0,0,5,0,2,0,1,6,6,0,0,13,12,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 748",38,39,11,23,35,2,26,18,31,13,25,21,12,19,6,13,22,9,6,79,34,20,11,9,32,5,14,12,20,8,0,7,13,13,2,15,10,10,21,0,16,12,3,6,8,10,0,1,8,0,15,0,0,12,0,6,5,12,17,26,3,0,6,13,0,0,0,4,4,0,7,0,3,1,33,2,0,7,0,1,0,0,0,13,0,0,3,11,0,9,0,0,0,0,0,0,0,0,0,0
"Cell 749",10,25,13,36,5,10,14,24,38,10,21,21,22,7,0,14,13,11,31,91,40,14,3,19,28,5,0,7,13,27,0,8,1,27,0,3,5,8,60,23,7,11,11,12,7,2,7,4,14,0,5,0,0,7,2,0,10,18,8,12,24,0,2,12,0,0,5,0,4,0,8,7,4,0,30,7,0,1,0,3,0,0,12,3,0,0,9,21,0,0,0,0,1,0,0,3,0,0,0,0
"Cell 750",10,19,19,41,21,16,32,0,33,5,42,17,18,4,0,16,13,18,23,72,27,38,9,26,27,8,7,9,12,10,0,9,7,8,0,5,2,41,72,6,10,10,19,12,12,0,1,4,6,1,2,0,0,15,0,7,2,15,8,38,15,0,10,10,0,6,2,0,1,0,10,2,0,0,19,3,0,5,0,17,4,0,2,4,0,2,8,14,0,0,0,0,0,0,0,0,0,7,0,0
"Cell 751",20,18,30,37,28,26,37,16,37,9,19,9,18,19,2,7,14,27,15,95,29,31,7,18,32,12,3,4,9,7,0,14,8,9,4,7,16,4,40,3,11,7,10,14,9,11,0,0,7,0,6,0,0,6,0,2,1,36,15,15,8,0,5,3,0,4,0,4,0,0,2,0,0,0,25,2,0,8,0,3,4,0,9,7,0,3,3,27,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 752",15,15,33,12,20,13,18,13,55,8,34,18,25,17,0,16,13,12,18,71,18,31,8,15,17,17,5,1,10,25,0,12,4,17,3,7,11,19,44,3,4,11,11,5,25,8,0,0,14,6,3,0,0,11,2,1,0,31,18,26,4,0,7,15,0,2,1,3,0,0,21,7,0,0,32,0,0,0,0,5,7,0,8,7,0,1,2,10,0,6,1,0,0,0,0,0,0,1,0,0
"Cell 753",40,37,11,12,20,18,21,14,25,7,28,4,16,7,0,22,21,22,16,50,26,19,3,8,22,5,3,12,20,10,1,10,5,15,0,5,15,24,31,11,6,12,9,8,11,12,3,7,11,0,10,0,0,3,8,8,3,20,7,31,11,2,5,9,0,0,6,0,3,0,10,0,0,0,18,1,0,3,0,4,0,0,1,17,0,0,14,11,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 754",20,28,19,34,12,1,27,16,51,2,29,26,23,10,0,16,23,8,24,82,26,26,11,21,12,4,5,3,14,19,0,11,2,7,1,4,9,17,28,3,9,1,7,10,5,8,0,8,6,0,11,0,0,11,0,6,3,19,13,20,14,0,12,7,0,0,1,0,4,0,3,2,16,0,13,12,0,2,0,1,2,0,5,14,1,2,13,21,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 755",26,38,28,14,17,12,12,15,44,17,14,10,6,7,3,11,19,13,23,88,21,28,11,12,21,3,2,4,22,9,0,13,15,25,0,7,13,18,19,16,17,6,16,11,14,5,0,13,10,1,4,0,0,7,0,3,4,18,10,33,21,0,8,19,1,4,14,0,3,0,6,0,1,0,24,5,0,7,0,8,4,0,3,10,0,0,15,13,0,4,0,0,0,0,2,2,0,0,2,0
"Cell 756",22,36,13,19,20,7,33,6,42,14,20,9,8,9,0,25,29,7,18,85,33,16,7,7,28,15,2,8,26,8,0,10,10,24,0,9,15,23,21,9,16,8,10,12,18,10,0,7,6,0,7,0,0,5,0,2,3,13,10,26,12,0,5,2,0,0,7,0,6,0,13,0,2,0,14,5,0,5,0,5,0,0,3,13,0,0,16,12,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 757",23,32,24,39,22,7,19,12,37,7,17,27,8,13,0,29,23,11,13,76,8,22,7,16,13,8,10,8,15,9,0,9,6,11,0,7,8,8,20,3,6,12,7,22,15,2,0,6,8,0,10,0,0,9,0,6,3,22,14,27,9,0,8,13,0,0,0,0,4,0,5,3,0,0,19,5,0,2,0,1,3,0,5,9,0,0,5,16,0,4,2,0,0,0,0,1,0,5,0,0
"Cell 758",11,19,24,30,30,6,25,13,42,9,19,16,21,20,9,8,8,18,23,77,39,26,14,7,24,21,6,5,10,6,0,15,11,19,0,12,10,26,34,12,4,10,11,11,13,6,2,8,5,0,8,0,0,15,0,5,0,20,14,34,22,0,3,7,0,0,1,5,2,0,3,2,0,0,19,4,0,4,0,2,5,0,1,4,0,5,6,12,0,7,0,0,0,0,0,0,0,5,0,0
"Cell 759",25,43,31,34,18,10,12,15,47,5,17,17,22,14,0,9,17,14,18,79,22,20,10,17,21,10,2,7,13,5,0,12,6,10,0,6,6,17,39,4,12,17,20,16,9,6,2,3,15,0,5,0,4,7,4,3,5,17,16,23,28,0,4,8,0,0,2,0,1,0,2,1,4,0,21,0,0,8,0,5,0,0,8,9,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 760",23,23,9,22,10,10,26,11,33,8,34,11,30,7,0,8,8,17,34,73,18,19,6,12,33,4,0,6,10,11,0,9,8,25,0,6,15,33,21,8,12,7,18,8,13,13,3,8,15,0,5,0,0,2,0,6,2,12,10,41,23,0,10,21,0,0,5,0,0,0,2,2,9,0,15,9,0,4,0,2,2,0,2,1,0,3,17,23,0,2,0,0,0,0,0,0,1,0,0,0
"Cell 761",21,18,26,24,31,13,38,7,54,2,12,19,29,8,0,13,11,15,18,55,22,38,4,30,31,8,6,17,8,12,0,13,1,14,2,3,13,24,38,3,4,4,12,8,16,5,8,3,10,0,4,0,0,3,4,0,2,32,9,27,8,0,5,10,0,1,0,0,0,0,16,6,0,3,24,7,0,0,0,5,4,0,4,11,0,6,9,24,0,0,1,0,0,0,0,0,0,0,0,0
"Cell 762",41,37,17,13,14,15,13,4,29,5,25,8,14,7,0,25,17,13,23,65,29,22,13,5,16,3,0,12,21,20,1,9,5,12,1,6,11,36,28,8,12,8,12,11,16,22,2,4,17,0,4,0,1,7,0,0,0,9,12,31,19,0,15,10,0,2,7,1,4,0,14,2,0,0,17,0,0,12,0,2,0,1,3,10,0,0,8,4,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 763",30,30,16,19,18,3,42,7,33,10,21,20,15,12,0,21,13,23,8,100,35,27,3,6,25,10,5,9,25,8,0,13,6,12,0,12,5,31,26,7,11,9,9,8,8,3,2,9,9,0,5,0,0,3,0,3,2,9,15,35,7,0,2,16,0,0,1,1,3,0,2,0,8,0,15,2,0,10,0,9,0,0,9,11,0,0,13,12,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 764",4,20,27,36,40,7,14,12,25,6,13,10,24,13,8,10,17,27,17,81,28,32,6,12,17,13,12,3,4,4,0,14,10,11,0,8,6,15,23,4,10,15,7,8,13,4,0,2,4,2,3,0,0,18,0,6,0,19,15,31,11,0,2,12,0,4,0,7,0,0,14,2,0,0,38,0,0,1,0,2,6,0,0,9,0,0,4,10,0,5,0,0,0,0,0,0,0,1,0,0
"Cell 765",33,32,13,27,11,9,33,11,28,11,18,13,15,12,0,30,16,17,15,102,40,23,10,29,11,8,3,6,16,23,2,11,4,14,2,12,3,6,32,4,19,4,13,9,7,7,2,12,2,0,11,0,3,9,0,6,0,18,21,15,14,0,5,7,0,7,3,9,4,0,2,0,0,0,6,1,0,2,0,4,1,0,15,5,0,0,8,15,1,1,0,0,0,0,0,0,0,0,0,0
"Cell 766",20,55,18,24,26,11,37,27,26,17,20,16,7,9,0,22,14,14,13,63,39,18,3,16,16,12,5,6,32,14,0,10,8,30,0,5,6,22,43,10,10,8,10,22,4,12,3,2,21,0,3,0,0,5,4,2,12,16,11,25,14,0,6,5,0,2,7,0,9,0,3,3,4,0,23,2,0,5,0,8,0,0,13,19,1,0,8,11,0,2,0,0,1,0,1,0,0,0,0,0
"Cell 767",24,40,4,13,18,9,14,6,37,14,29,9,10,13,0,10,32,10,21,74,42,13,24,4,31,10,1,8,10,3,0,16,18,42,0,18,13,17,30,11,19,16,13,32,10,17,0,21,8,0,11,0,0,3,0,0,19,3,8,30,22,0,5,11,0,0,5,0,12,0,7,0,0,0,6,4,0,28,0,1,0,0,12,6,0,0,15,11,0,5,0,0,1,0,1,0,0,0,0,0
"Cell 768",27,29,35,48,24,0,11,3,29,8,27,25,10,8,3,14,25,21,12,66,28,31,4,11,16,14,11,10,8,4,0,8,8,16,0,6,11,33,40,3,12,6,10,2,12,4,0,0,16,0,6,1,0,17,2,10,0,16,9,37,9,0,8,8,0,3,4,3,1,0,4,15,0,4,41,2,0,2,0,13,8,0,3,6,0,8,8,7,0,8,1,1,0,0,0,0,0,4,0,0
"Cell 769",27,36,18,27,27,25,9,13,57,12,9,18,18,10,1,20,24,15,16,80,38,13,11,6,16,6,1,8,12,8,0,16,14,18,0,15,9,13,21,9,17,12,5,20,15,4,0,2,2,0,5,0,0,7,0,3,2,15,13,34,27,0,8,10,0,0,7,1,5,0,6,0,0,0,10,6,0,12,0,11,3,0,4,23,0,1,5,25,0,11,0,0,0,0,0,0,0,5,0,0
"Cell 770",34,35,9,23,24,7,19,12,25,15,20,17,22,11,9,11,13,14,21,61,50,18,14,9,17,3,3,10,21,11,0,19,8,20,0,10,6,19,33,14,10,10,7,17,20,8,4,10,4,0,12,0,0,18,0,3,8,26,14,27,23,0,2,5,0,0,2,0,6,1,9,0,0,0,15,5,0,14,0,4,4,0,5,15,0,0,4,14,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 771",18,35,8,9,17,5,9,14,30,9,27,11,18,9,11,18,46,6,12,79,36,20,14,2,31,5,9,19,26,7,0,7,21,14,1,16,13,15,37,8,15,23,5,16,7,6,0,9,15,0,6,0,0,21,0,3,8,11,17,50,21,0,5,4,0,0,4,0,24,0,3,0,3,0,12,4,0,11,0,4,0,0,5,11,0,0,11,8,0,10,0,0,0,0,0,0,0,0,0,0
"Cell 772",32,24,23,21,11,12,26,7,36,11,30,31,10,20,0,14,19,25,19,109,31,27,3,10,54,7,5,5,7,13,2,4,4,11,0,8,8,12,58,5,7,5,27,16,3,9,7,11,6,1,10,0,0,11,0,6,3,16,14,26,18,0,6,16,0,2,0,3,0,0,3,1,0,1,25,0,0,0,0,3,7,0,2,8,0,0,6,13,0,6,1,0,0,0,0,1,0,1,0,0
"Cell 773",20,34,13,19,11,9,32,24,36,1,20,28,19,3,0,13,14,13,33,79,26,12,8,20,13,15,0,4,19,19,0,11,0,17,0,1,10,13,45,16,6,5,10,18,12,14,9,11,13,0,7,0,0,3,4,0,5,14,5,13,23,0,7,2,0,2,4,2,3,0,7,3,5,0,22,6,0,5,0,3,0,0,6,14,0,5,17,30,0,0,0,0,1,0,0,0,0,3,0,0
"Cell 774",26,28,16,14,26,21,25,16,28,8,32,18,14,17,2,11,7,16,14,82,50,20,10,25,16,6,7,10,9,18,0,13,3,21,0,16,6,19,38,8,9,10,7,11,4,0,2,4,7,0,8,0,0,15,16,13,3,27,7,14,20,0,3,6,0,0,0,1,5,0,9,0,9,0,8,3,0,3,0,5,2,0,1,10,0,0,2,14,0,7,0,0,0,0,0,4,0,0,0,0
"Cell 775",12,22,22,13,33,20,16,13,50,13,29,20,27,18,0,5,29,34,19,63,32,28,6,12,13,10,3,0,10,9,0,6,8,14,4,6,11,18,60,9,8,8,12,18,11,8,0,1,6,0,5,0,0,5,2,0,0,11,10,37,18,0,2,7,0,4,2,1,7,0,4,1,1,0,18,4,0,8,0,7,0,0,7,6,0,8,4,9,0,1,0,0,0,0,0,0,0,1,0,0
"Cell 776",40,49,15,32,15,0,40,19,18,7,26,25,16,8,11,21,18,17,12,86,27,35,24,5,23,19,6,15,9,7,0,10,10,4,3,28,16,22,46,9,8,14,8,10,5,0,1,3,4,0,7,0,2,14,0,0,0,8,13,33,16,0,4,13,0,0,3,3,7,0,2,0,2,0,15,4,0,14,0,0,2,0,2,18,0,0,7,8,0,7,0,0,0,0,0,2,0,0,0,0
"Cell 777",20,37,15,30,31,4,29,12,25,13,36,22,15,15,4,13,19,14,12,87,39,27,6,13,34,10,7,4,18,14,0,25,9,21,2,15,8,14,38,5,16,22,11,6,9,9,0,3,5,1,4,1,0,14,0,2,5,14,14,17,14,0,5,2,0,2,0,3,4,0,5,2,1,0,21,7,0,1,0,0,2,0,1,15,0,3,4,11,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 778",29,51,11,19,20,12,14,26,51,13,21,10,18,18,0,36,16,26,17,108,41,33,8,14,22,2,3,6,21,23,0,11,8,17,3,3,9,11,33,8,11,9,11,18,2,6,1,6,1,0,11,0,0,7,0,0,4,15,11,19,13,2,10,14,0,4,1,7,6,0,5,0,1,0,13,3,0,6,0,7,8,0,6,27,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 779",36,30,24,14,39,19,19,8,36,25,3,12,20,10,2,15,26,17,5,89,38,28,14,16,15,10,6,8,9,5,0,12,6,20,0,10,12,30,26,9,6,5,11,8,19,1,0,6,7,0,13,0,0,21,1,2,4,30,27,24,13,0,0,11,0,10,3,0,0,0,8,1,0,0,25,0,0,4,0,5,1,0,5,3,0,0,5,3,0,5,0,0,0,0,0,0,0,9,0,0
"Cell 780",10,23,37,53,28,6,27,20,45,8,6,17,27,12,1,16,21,9,10,105,42,33,13,12,38,13,14,3,4,12,0,10,5,14,9,12,8,10,23,5,11,9,12,6,8,0,0,5,2,0,11,0,0,24,0,0,2,18,15,29,10,0,4,25,0,3,0,3,0,0,8,0,5,0,11,8,0,2,0,2,4,0,4,16,4,0,3,10,0,5,0,0,0,0,0,2,0,0,0,0
"Cell 781",25,30,14,17,18,9,14,6,42,7,14,11,22,13,0,13,15,13,16,60,44,21,11,5,20,1,1,6,16,18,0,12,5,25,0,6,10,24,29,16,11,21,11,10,12,12,3,13,16,1,3,0,0,8,0,6,4,13,15,27,22,0,5,2,0,0,4,0,6,0,12,0,2,4,19,4,0,7,0,7,0,0,12,4,0,1,6,20,0,1,0,0,0,0,0,0,0,0,1,0
"Cell 782",12,22,28,17,23,37,30,5,49,5,26,12,28,5,0,22,12,19,22,80,27,34,12,17,13,16,2,6,11,31,0,14,2,8,1,6,9,32,37,8,10,5,10,4,5,2,2,3,10,0,8,0,0,6,0,3,1,37,12,25,17,0,10,9,0,0,2,4,0,0,4,10,0,0,21,4,0,1,0,5,8,0,8,9,0,1,12,18,0,0,0,0,0,0,0,3,0,0,0,0
"Cell 783",19,22,23,37,31,14,28,13,33,7,13,8,14,14,3,10,15,36,6,94,44,29,10,8,33,17,10,4,21,7,0,7,8,11,0,12,7,21,30,2,5,2,3,7,17,4,0,5,2,0,7,1,0,10,2,6,0,18,10,19,6,0,7,5,0,0,4,4,0,0,4,1,0,0,14,2,1,8,0,4,9,0,3,11,0,0,6,18,0,7,2,0,0,0,0,0,0,3,0,0
"Cell 784",17,30,13,29,14,11,23,17,32,5,19,32,18,8,0,11,18,12,27,45,29,24,4,21,25,11,2,7,4,8,0,6,1,12,0,6,5,22,31,8,11,7,17,7,23,3,4,10,14,2,5,0,0,11,1,5,5,18,5,16,23,0,4,6,1,0,0,2,1,0,0,4,0,2,21,8,0,0,0,1,1,0,15,10,0,0,3,23,0,1,0,0,0,0,0,0,0,14,0,0
"Cell 785",25,28,32,28,17,17,41,18,32,9,17,24,18,11,0,17,30,17,29,82,38,28,10,14,26,2,2,7,11,13,0,4,6,13,1,1,3,11,41,13,11,7,8,20,8,9,0,0,4,0,1,0,0,4,3,6,0,27,16,24,25,0,9,10,1,1,0,3,7,0,0,8,0,0,35,8,0,7,0,0,3,0,12,12,0,8,6,19,0,0,0,0,0,0,0,0,0,1,0,0
"Cell 786",36,40,7,37,22,12,27,40,32,15,19,19,7,18,0,7,10,6,14,73,45,16,8,10,24,10,4,11,12,2,0,13,6,23,0,11,5,4,40,19,13,8,7,25,4,19,5,6,21,0,0,0,0,11,9,5,3,6,13,22,19,0,3,14,0,0,8,4,3,0,6,0,1,0,12,10,0,10,0,0,0,0,4,23,0,2,13,24,0,3,0,1,0,0,0,0,0,0,0,0
"Cell 787",20,29,26,13,12,11,47,23,29,7,24,28,15,13,1,7,17,13,38,76,37,17,9,7,33,7,1,7,19,9,0,21,5,28,0,10,18,10,42,15,14,7,5,21,3,9,5,8,13,0,3,0,0,8,1,2,8,6,4,25,28,0,6,13,0,0,1,0,4,1,5,2,5,0,17,8,0,6,0,5,0,0,10,15,0,0,8,24,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 788",16,21,22,29,13,13,17,21,46,10,37,24,13,10,0,17,12,7,24,41,24,26,5,23,18,10,3,9,9,5,0,7,10,23,0,9,14,34,35,13,14,2,7,6,10,10,0,0,11,0,7,0,0,8,7,2,2,17,15,10,18,0,10,5,0,8,6,0,0,0,6,4,2,0,24,5,0,2,0,4,6,0,0,8,0,0,4,7,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 789",14,28,39,50,17,14,19,19,36,1,26,14,20,8,0,17,12,25,18,58,18,35,4,6,29,26,9,8,8,7,0,9,2,7,0,8,10,22,41,6,15,17,22,7,14,7,2,8,12,0,11,0,0,22,4,4,0,13,5,15,29,0,8,6,0,3,0,3,0,0,0,0,3,0,18,11,0,5,0,3,1,0,8,8,0,0,7,24,0,2,3,0,0,0,0,0,0,2,0,1
"Cell 790",30,32,19,24,15,10,7,14,38,3,25,15,16,6,2,18,16,7,16,94,18,27,8,15,3,16,3,3,22,9,0,5,4,15,0,4,16,20,35,3,16,5,8,13,29,8,2,5,22,0,10,0,0,5,0,2,0,17,10,33,11,0,19,2,0,0,10,0,2,0,10,5,7,0,41,7,0,3,0,5,0,0,3,9,8,0,10,17,0,0,1,0,0,0,0,0,0,0,0,0
"Cell 791",27,13,16,31,21,10,34,3,55,8,15,16,36,9,0,15,17,17,14,90,21,42,4,20,25,6,10,2,7,11,0,11,3,12,0,9,6,30,51,9,13,10,9,13,21,7,0,6,10,0,5,0,3,15,0,5,5,20,14,27,11,0,5,9,0,0,4,0,0,0,8,6,0,0,24,0,0,1,0,8,3,0,8,4,0,0,3,2,0,0,3,0,0,0,0,0,0,1,0,0
"Cell 792",12,29,31,12,15,24,39,8,26,12,40,22,13,14,2,14,14,24,20,46,43,41,7,29,16,6,5,8,6,9,0,10,6,15,0,9,14,15,69,6,13,3,19,10,15,1,3,0,14,0,12,0,0,11,0,1,0,27,19,30,17,0,5,23,0,1,1,2,0,0,10,4,1,0,22,3,0,2,0,1,5,0,1,18,0,4,5,5,0,0,0,0,0,1,0,4,0,4,0,1
"Cell 793",25,27,15,38,31,7,34,18,43,8,21,14,14,12,0,16,40,17,14,52,21,47,11,8,28,7,7,13,19,6,0,3,14,30,0,15,16,34,40,7,20,6,15,8,14,7,0,5,10,1,7,0,0,11,2,0,4,17,16,39,12,0,2,6,0,0,4,0,4,0,12,0,1,0,17,3,0,9,0,2,3,0,0,8,1,0,8,8,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 794",14,35,13,19,16,12,22,21,16,24,13,10,7,15,4,15,13,21,15,92,55,16,30,13,26,20,2,4,18,9,0,13,13,17,0,14,11,32,37,6,17,13,11,8,17,15,1,5,11,0,1,0,0,18,5,3,3,14,31,22,15,0,1,7,1,6,0,6,5,0,5,2,2,0,26,6,0,7,0,0,0,0,5,9,0,0,6,7,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 795",21,26,21,29,25,20,18,5,22,11,11,9,9,15,2,8,24,9,15,64,33,29,19,8,20,12,3,3,19,11,0,9,5,24,3,15,6,30,34,12,12,7,9,10,8,3,0,5,17,0,5,0,0,18,1,5,4,19,9,35,19,0,3,10,0,0,0,0,0,0,4,0,0,0,10,0,0,8,0,7,0,0,13,8,0,1,14,9,0,1,0,0,0,0,0,0,0,1,0,0
"Cell 796",25,39,22,18,23,19,32,13,63,10,30,21,17,21,1,17,10,9,21,68,30,19,7,8,10,11,3,5,17,17,0,19,6,18,1,8,8,22,21,5,14,10,7,9,20,10,9,3,15,0,17,0,0,12,0,4,3,48,15,23,32,0,4,5,0,2,1,1,6,1,8,5,5,0,15,10,0,7,0,7,0,0,4,8,1,0,11,17,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 797",39,46,17,13,20,12,31,8,38,6,31,7,11,7,0,24,28,12,18,89,30,17,13,12,22,3,0,10,20,17,0,14,4,20,2,9,5,13,51,26,18,14,10,23,3,12,0,8,9,0,5,0,2,3,0,0,3,15,10,33,19,0,4,1,0,3,11,0,14,0,4,0,0,0,10,0,0,12,0,6,0,0,6,11,1,0,14,9,0,0,0,0,1,0,5,0,0,0,0,0
"Cell 798",26,24,29,25,33,13,35,8,37,9,20,8,18,15,3,20,24,15,11,86,30,16,12,16,36,15,8,8,19,12,0,9,4,12,2,9,9,27,23,9,17,4,9,12,21,9,3,3,2,4,2,0,0,12,0,6,4,16,16,33,13,0,1,20,0,0,5,2,6,0,10,5,3,0,13,2,0,2,0,10,1,0,6,1,0,0,4,8,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 799",18,37,22,29,19,8,33,13,26,16,21,18,5,12,8,19,17,13,20,71,28,20,12,9,18,9,5,1,26,15,0,9,13,11,0,16,17,13,28,13,14,4,10,12,18,23,0,6,13,0,6,0,0,11,3,0,2,13,11,37,13,0,1,7,0,0,4,3,3,0,8,0,5,0,17,3,0,6,0,15,0,0,8,10,0,0,4,8,0,3,0,0,0,0,1,0,0,0,0,0
"Cell 800",13,36,27,19,19,5,25,20,27,4,19,16,20,12,2,16,13,16,25,78,37,26,3,19,12,22,1,5,12,8,0,13,7,10,0,4,14,8,34,8,8,4,12,7,16,2,3,6,28,0,6,0,0,8,4,12,4,27,8,17,20,0,9,8,0,1,0,5,5,0,8,0,0,0,19,7,0,2,0,8,0,0,5,18,0,1,3,25,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 801",19,23,25,23,17,9,9,14,39,13,11,23,20,11,0,14,29,20,11,71,28,40,8,12,13,8,6,5,21,10,0,13,12,25,0,8,5,30,40,6,3,4,20,8,7,3,0,7,14,0,4,0,0,8,3,5,0,13,6,39,7,0,17,20,0,0,3,0,5,0,8,1,4,0,26,7,0,4,0,4,0,0,0,8,0,0,16,2,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 802",29,30,18,20,19,10,39,14,39,9,29,31,12,7,1,9,26,10,17,93,23,35,10,4,19,17,5,5,8,10,0,7,6,15,0,5,8,28,33,5,23,7,6,6,13,7,0,1,11,1,10,0,2,21,0,0,1,13,12,43,29,0,6,8,0,0,1,4,6,0,4,2,2,0,28,7,0,8,0,2,0,0,12,1,0,2,7,14,0,0,0,0,0,0,0,0,0,0,0,0
