"","Gene 1","Gene 2","Gene 3","Gene 4","Gene 5","Gene 6","Gene 7","Gene 8","Gene 9","Gene 10","Gene 11","Gene 12","Gene 13","Gene 14","Gene 15","Gene 16","Gene 17","Gene 18","Gene 19","Gene 20","Gene 21","Gene 22","Gene 23","Gene 24","Gene 25","Gene 26","Gene 27","Gene 28","Gene 29","Gene 30","Gene 31","Gene 32","Gene 33","Gene 34","Gene 35","Gene 36","Gene 37","Gene 38","Gene 39","Gene 40","Gene 41","Gene 42","Gene 43","Gene 44","Gene 45","Gene 46","Gene 47","Gene 48","Gene 49","Gene 50","Gene 51","Gene 52","Gene 53","Gene 54","Gene 55","Gene 56","Gene 57","Gene 58","Gene 59","Gene 60","Gene 61","Gene 62","Gene 63","Gene 64","Gene 65","Gene 66","Gene 67","Gene 68","Gene 69","Gene 70","Gene 71","Gene 72","Gene 73","Gene 74","Gene 75","Gene 76","Gene 77","Gene 78","Gene 79","Gene 80","Gene 81","Gene 82","Gene 83","Gene 84","Gene 85","Gene 86","Gene 87","Gene 88","Gene 89","Gene 90","Gene 91","Gene 92","Gene 93","Gene 94","Gene 95","Gene 96","Gene 97","Gene 98","Gene 99","Gene 100"
"Cell 4064",32,29,28,20,35,8,16,13,30,5,25,25,16,9,1,27,13,13,8,90,33,44,16,10,30,5,5,7,21,13,0,15,3,14,0,11,13,27,31,7,16,11,11,14,12,18,2,4,7,0,5,0,2,5,0,0,3,11,12,25,9,0,7,7,0,0,4,5,10,0,6,3,0,0,32,3,0,16,0,5,4,0,1,7,5,0,13,4,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 4065",17,34,22,21,22,5,30,21,40,2,49,20,19,7,5,20,5,24,12,88,18,35,12,14,16,8,5,8,8,16,0,11,4,9,1,11,21,22,34,5,7,8,9,8,18,7,2,10,4,0,2,0,0,6,0,9,0,7,14,9,14,0,11,7,0,0,4,5,1,0,7,3,1,0,14,7,0,4,0,4,1,0,5,16,0,4,7,11,0,2,1,0,0,0,0,1,0,4,0,0
"Cell 4066",11,8,30,31,23,10,22,1,51,5,24,11,46,5,0,9,15,26,18,84,14,31,1,11,21,17,12,7,1,23,0,10,0,9,0,3,1,26,35,8,11,9,10,8,4,7,3,2,14,0,4,0,0,13,0,11,2,22,8,24,14,0,2,7,0,0,4,0,0,0,7,6,0,0,29,0,0,1,0,17,7,0,8,2,0,2,7,8,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 4067",34,37,39,26,22,7,25,15,32,12,15,14,15,12,7,6,28,20,9,62,43,28,4,12,20,16,4,11,17,6,0,7,10,20,0,14,10,27,37,6,14,3,5,6,15,3,0,1,9,0,3,0,0,19,2,0,5,18,4,33,8,0,8,10,0,0,9,0,8,0,5,6,4,0,27,2,1,1,0,6,0,0,5,10,0,0,8,8,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 4068",20,19,23,16,22,21,21,19,42,8,26,21,14,10,1,8,9,16,10,68,20,46,9,9,17,15,13,5,10,10,0,13,4,18,0,11,10,14,43,2,18,10,6,12,24,3,0,3,12,0,5,0,0,21,2,0,5,17,10,32,13,0,7,3,0,0,1,0,1,0,7,6,2,0,27,3,0,7,0,0,6,0,6,6,0,0,9,6,0,5,0,0,0,0,0,0,0,11,0,0
"Cell 4069",23,29,17,34,6,7,15,16,22,4,19,33,9,5,0,9,18,19,13,84,22,27,8,17,23,15,0,19,20,8,0,8,8,10,1,10,7,13,50,6,14,10,9,13,13,3,3,10,12,0,3,0,0,8,1,3,3,19,14,19,21,0,9,16,0,4,6,6,7,0,5,5,6,0,38,3,0,6,0,9,0,0,9,11,0,0,8,12,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 4070",26,19,38,28,22,14,30,11,35,12,19,13,40,15,3,4,7,18,17,65,34,23,7,10,34,17,5,1,6,8,0,13,3,9,0,8,7,31,34,9,6,4,16,6,18,10,4,1,11,5,8,0,0,15,4,0,4,4,9,17,15,0,3,8,0,0,0,0,0,0,15,0,2,1,13,17,0,2,0,9,3,0,10,8,0,0,4,22,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 4071",8,32,12,24,13,14,21,13,45,12,19,15,22,6,2,15,35,9,28,72,33,22,7,9,16,9,0,7,16,9,0,6,8,23,6,9,8,25,22,15,16,12,14,4,21,14,0,4,10,0,3,0,0,8,0,0,7,17,12,28,19,0,4,5,1,0,6,0,2,0,7,3,3,0,14,9,0,3,0,4,0,0,10,12,3,3,13,18,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 4072",19,19,32,43,7,17,37,10,34,7,25,6,21,9,3,18,13,21,25,91,31,34,8,13,15,5,1,7,13,13,0,16,3,11,7,6,1,39,35,4,12,11,7,12,4,5,0,0,8,0,6,0,0,9,2,0,4,13,16,26,14,0,13,7,0,0,4,3,1,0,2,0,0,0,17,4,0,6,0,7,4,0,7,3,2,0,11,9,0,4,0,2,0,0,0,0,0,0,0,0
"Cell 4073",15,30,19,25,15,13,17,9,37,8,25,10,21,8,0,10,22,10,18,68,24,17,10,20,19,13,4,2,6,16,0,12,5,11,0,8,10,22,50,9,7,16,7,11,7,11,1,8,11,1,3,0,0,22,0,3,1,28,5,31,20,0,7,3,0,0,5,0,1,0,6,3,0,0,20,9,0,4,0,6,3,0,2,0,0,0,9,23,3,0,0,0,0,0,0,0,0,0,0,0
"Cell 4074",9,49,16,16,12,18,24,14,40,8,11,30,14,10,0,16,20,11,20,65,47,21,7,10,22,6,0,3,32,10,0,12,8,21,0,5,7,21,44,6,8,6,10,13,6,12,3,5,3,3,7,0,0,11,0,5,11,15,10,32,24,0,5,7,0,3,5,1,15,0,15,1,8,0,22,11,1,6,0,10,3,0,4,4,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 4075",34,32,28,16,12,4,44,11,20,12,14,17,17,3,0,14,18,23,29,72,30,16,9,19,36,16,1,9,20,3,0,13,6,21,0,3,17,33,24,9,11,8,9,7,7,2,2,7,9,0,13,0,0,15,2,0,2,21,15,19,18,0,3,4,0,6,0,3,6,2,6,5,1,0,13,3,0,2,0,10,0,0,4,17,2,0,9,9,0,3,0,0,0,0,0,0,0,1,0,3
"Cell 4076",28,30,20,15,18,15,26,12,35,4,25,18,20,12,0,10,18,13,8,51,34,36,4,2,13,7,12,3,10,1,0,13,9,11,0,17,11,22,38,7,9,8,7,6,15,14,0,2,11,2,10,0,0,9,7,2,3,16,17,42,8,0,7,4,0,0,1,5,2,0,8,0,2,0,12,0,0,8,0,11,0,0,3,8,1,1,6,11,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 4077",26,29,13,11,26,24,31,27,23,18,26,16,13,30,7,13,8,16,13,68,35,28,17,11,28,11,2,1,14,5,0,11,6,22,1,14,19,9,41,9,6,6,4,6,20,12,0,3,2,0,16,0,0,8,7,0,5,15,13,13,13,0,2,10,0,0,0,1,9,0,4,0,0,0,6,8,0,12,0,2,0,0,8,17,0,0,2,10,1,4,0,0,0,0,0,0,0,2,0,0
"Cell 4078",19,26,37,23,35,18,35,9,52,22,18,10,25,12,0,9,12,14,8,68,41,18,9,16,22,4,4,5,20,8,0,7,14,23,0,7,8,11,25,6,11,5,25,11,31,10,1,3,17,2,2,0,0,8,0,0,2,17,13,38,13,0,3,4,0,0,8,0,4,0,21,0,0,0,7,4,1,5,0,9,0,0,0,4,4,4,8,8,0,2,2,0,0,0,0,0,0,0,0,0
"Cell 4079",33,23,21,24,28,17,34,8,29,14,6,33,18,20,0,6,7,28,22,65,41,26,24,12,21,11,2,12,5,13,0,23,1,19,0,5,8,12,43,20,6,2,13,13,7,15,14,8,8,0,8,0,0,5,0,12,0,12,24,15,19,0,4,16,1,3,0,0,5,2,4,0,2,0,19,0,0,10,0,3,0,0,7,8,0,4,3,27,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 4080",25,31,20,12,7,3,17,3,41,4,20,14,16,4,0,20,11,14,19,133,38,24,3,7,42,7,7,17,11,12,0,13,1,13,5,8,24,34,24,10,12,8,6,9,8,15,6,3,6,0,8,0,0,6,0,1,9,18,8,29,12,0,4,5,0,0,5,0,6,0,4,0,1,0,18,4,0,8,0,13,9,0,19,14,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 4081",30,32,23,12,14,11,20,15,36,17,27,18,25,11,0,12,5,16,11,71,58,21,6,9,30,10,8,9,26,14,0,15,6,30,3,7,8,14,40,5,10,4,4,12,15,6,5,13,8,0,7,0,0,9,3,7,8,14,15,25,20,0,0,4,0,0,0,0,10,0,2,0,0,0,3,0,0,5,0,6,0,0,2,15,0,0,9,25,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 4082",19,27,21,30,13,13,26,18,33,8,24,26,33,16,0,5,8,23,24,75,34,34,6,26,21,13,8,2,13,8,0,12,2,11,0,5,5,7,47,5,19,11,7,6,17,8,5,7,7,0,7,2,0,14,2,8,0,37,10,17,15,0,2,7,0,3,0,2,0,0,3,7,4,4,21,4,0,0,0,0,3,0,7,3,0,0,2,22,0,1,0,0,0,3,0,0,0,0,0,0
"Cell 4083",26,17,21,22,10,8,21,23,28,5,24,23,23,8,0,12,4,23,12,70,29,35,8,14,26,10,9,11,10,13,0,12,3,8,1,5,10,15,44,5,11,6,11,9,22,15,4,4,12,0,8,1,0,12,3,4,0,30,8,15,14,0,9,12,0,0,4,5,0,0,5,9,1,0,20,5,0,6,0,4,4,0,5,6,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 4084",17,29,18,26,19,6,30,5,35,16,32,9,18,15,1,12,15,13,14,90,43,16,6,14,28,14,4,4,19,9,0,10,8,19,5,14,10,12,31,8,10,11,2,14,3,6,2,0,8,0,5,0,0,13,0,5,3,9,14,25,16,0,3,4,0,0,6,7,0,0,20,0,0,0,17,5,0,6,0,12,0,1,2,6,0,2,5,10,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 4085",19,34,15,16,28,10,13,13,25,21,10,9,29,8,17,5,29,18,16,108,56,35,12,1,33,9,11,18,17,3,0,8,25,18,7,18,12,26,19,34,15,7,7,13,10,4,0,6,3,0,6,0,1,13,0,0,5,7,20,49,7,0,0,24,0,0,3,0,7,0,6,0,1,0,14,5,0,11,0,1,0,0,0,9,2,0,10,8,0,16,0,1,0,0,0,0,0,1,0,0
"Cell 4086",27,22,26,11,22,12,12,14,34,2,36,27,23,12,0,27,16,27,24,102,15,25,3,10,17,11,11,15,14,11,0,8,6,4,0,6,21,23,49,1,15,15,5,9,13,9,3,5,9,0,17,0,0,6,0,1,0,20,6,30,20,0,13,5,1,0,2,4,0,0,18,2,0,0,30,2,0,5,0,10,7,0,2,9,0,3,7,16,0,5,0,0,0,0,0,0,0,1,0,0
"Cell 4087",18,22,26,31,21,7,28,15,33,7,26,15,10,11,2,23,17,16,23,75,21,25,4,22,36,8,2,9,17,14,0,11,12,10,0,9,7,22,24,4,6,2,10,6,16,9,0,8,7,0,5,0,0,15,0,2,0,18,8,31,19,0,3,17,0,0,1,0,0,0,16,11,6,11,29,2,0,1,0,6,1,0,0,11,0,3,8,12,0,3,1,0,0,0,0,0,0,0,0,0
"Cell 4088",24,27,19,37,23,5,12,9,35,10,24,17,18,13,1,12,9,13,7,57,21,33,3,8,26,9,12,4,9,11,0,11,3,13,0,10,4,25,28,5,17,18,8,4,24,7,1,8,14,0,6,1,0,9,0,9,0,42,11,37,10,0,6,2,0,0,7,2,0,0,11,7,0,4,33,1,0,0,0,9,7,0,1,11,0,0,5,10,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 4089",25,49,14,23,10,11,32,15,40,5,23,29,5,4,0,8,29,12,21,74,18,19,3,22,14,4,0,6,24,17,0,22,3,12,0,2,5,25,57,8,5,5,4,9,11,2,2,5,5,0,3,0,0,7,0,5,3,18,11,34,21,0,9,10,0,0,7,0,9,0,7,13,5,0,16,5,0,0,0,8,0,0,11,12,0,0,8,12,0,0,0,1,0,0,0,0,0,0,0,0
"Cell 4090",17,29,22,20,15,20,28,13,45,4,16,24,13,7,1,11,5,13,22,70,21,14,8,8,32,8,6,2,23,12,0,18,5,14,0,10,9,32,17,11,10,10,7,11,14,4,5,5,14,1,1,0,0,20,1,5,3,20,16,38,17,0,10,10,0,0,6,0,0,0,16,2,1,0,26,4,0,6,0,9,0,0,5,11,0,0,9,10,1,1,0,0,0,0,0,6,0,1,0,0
"Cell 4091",21,52,4,12,15,9,36,15,59,14,20,10,16,10,0,19,26,4,22,53,31,12,12,4,18,21,3,7,23,10,0,16,6,12,0,12,15,8,24,17,13,13,11,18,12,11,0,17,28,0,12,0,1,3,0,6,9,22,11,31,13,0,11,5,0,0,4,0,7,0,8,0,4,0,15,9,0,13,0,8,0,0,1,16,0,0,16,11,0,5,0,0,0,0,0,0,2,0,0,2
"Cell 4092",43,29,8,32,33,7,17,14,32,15,20,26,16,6,5,11,13,16,5,72,34,17,12,18,32,14,4,16,16,8,2,9,6,16,3,16,9,22,23,6,8,8,4,18,5,12,0,8,6,0,4,0,0,7,5,0,7,22,14,20,7,0,0,8,0,6,6,1,7,0,4,2,6,0,28,0,2,5,0,0,0,0,7,7,0,0,10,3,0,6,0,0,0,0,0,0,0,2,0,0
"Cell 4093",31,33,24,14,27,7,24,14,27,14,13,15,15,13,1,13,21,23,16,86,39,12,1,11,12,3,3,0,28,4,0,9,7,14,0,7,14,11,45,3,7,12,12,12,18,13,3,7,5,5,7,0,1,4,0,4,1,23,11,32,29,0,3,11,0,0,0,0,1,4,11,4,0,0,15,4,0,3,0,5,7,0,1,13,0,0,10,18,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 4094",29,18,9,19,13,9,8,9,34,9,12,7,25,14,3,20,14,16,16,99,25,17,10,3,20,7,5,4,29,8,0,14,3,24,0,7,15,21,25,12,18,10,19,6,9,9,5,7,15,0,3,0,0,7,0,1,5,21,1,44,17,0,12,8,0,0,6,1,4,0,13,0,0,0,25,9,0,5,0,5,2,0,2,11,0,0,4,12,0,3,1,0,0,0,0,0,0,0,0,0
"Cell 4095",24,25,26,17,13,16,18,4,34,5,39,8,18,7,0,28,11,3,18,57,28,19,4,19,29,4,2,7,27,9,0,15,7,15,0,6,11,21,41,6,15,11,21,11,3,7,4,17,17,0,6,0,0,4,0,0,7,24,4,29,29,0,13,9,0,0,0,0,0,2,12,8,0,1,41,19,0,2,0,11,1,0,5,8,0,0,12,17,0,1,1,0,0,0,0,2,0,0,0,0
"Cell 4096",23,25,22,41,26,9,33,7,32,6,47,13,15,13,2,7,12,12,22,84,19,24,5,10,22,4,9,9,9,7,0,8,8,26,0,8,2,29,59,5,14,5,7,7,11,6,4,1,3,0,3,0,0,7,0,7,6,17,7,18,8,0,12,10,0,0,2,0,0,0,15,2,5,0,10,5,0,7,0,6,1,0,12,9,0,1,11,8,0,3,0,3,0,0,0,0,1,0,0,0
"Cell 4097",30,29,16,28,23,28,20,18,27,6,30,10,13,12,0,11,12,15,19,76,35,33,6,5,29,12,11,4,7,12,0,7,3,22,0,11,9,12,48,7,7,18,9,13,11,9,4,14,16,0,6,0,0,8,0,2,6,18,11,22,11,0,5,11,0,0,3,1,1,0,8,3,0,0,24,4,0,4,0,9,0,0,14,10,0,0,5,7,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 4098",27,22,39,21,18,4,19,20,37,2,25,8,12,9,0,14,23,9,19,75,19,15,3,10,24,2,9,8,14,3,0,19,3,9,4,5,29,17,46,3,10,14,8,8,10,9,3,0,20,0,2,0,0,10,3,0,2,11,16,18,9,0,17,10,0,0,4,0,3,0,14,1,4,0,23,2,0,7,0,4,0,0,12,18,2,1,8,16,0,3,2,0,0,0,0,0,0,0,0,0
"Cell 4099",20,52,22,15,22,13,10,13,22,7,24,32,5,6,1,11,15,25,26,97,30,32,7,10,35,3,7,6,26,12,0,17,1,18,0,8,16,17,26,2,1,7,10,11,9,5,5,11,13,0,7,0,0,8,0,0,6,15,15,13,10,0,4,8,0,0,1,3,4,0,5,3,2,0,26,8,0,7,0,0,1,0,13,22,0,0,13,10,0,0,0,0,0,0,0,0,0,3,1,0
"Cell 4100",32,42,32,7,24,14,24,24,38,10,14,19,15,14,4,11,15,11,15,59,35,14,9,7,18,17,3,4,11,2,1,10,8,21,1,10,28,12,29,8,7,11,5,16,5,6,5,7,9,0,0,0,0,31,8,5,3,12,8,26,17,0,7,3,0,0,3,0,9,1,14,0,1,0,11,15,0,14,0,12,0,0,11,24,0,0,5,16,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 4101",16,11,34,29,6,14,12,7,49,4,30,14,29,1,0,21,15,37,28,101,34,25,13,17,27,4,1,13,11,20,0,8,2,5,0,5,18,24,21,12,14,6,9,6,10,7,2,8,5,0,2,0,0,4,0,4,0,40,10,39,24,0,8,8,0,0,6,6,1,0,3,2,4,0,29,7,0,3,0,13,2,0,6,5,0,5,16,18,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 4102",25,21,13,6,21,25,27,24,46,12,15,27,22,5,2,12,17,11,25,52,18,19,9,18,22,16,2,19,13,15,0,5,9,18,0,11,17,10,41,12,11,5,8,19,20,9,2,13,12,0,0,0,0,13,6,6,5,12,19,28,30,0,5,4,0,0,10,0,5,0,4,0,1,0,17,13,0,6,0,3,0,0,4,16,0,0,9,32,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 4103",43,28,39,19,19,18,32,22,30,4,17,10,16,4,0,23,12,16,8,71,30,11,8,29,25,7,10,4,21,20,0,20,3,20,4,7,9,18,35,9,11,2,7,8,10,1,1,5,6,0,11,0,0,10,5,2,5,28,4,32,14,0,5,13,0,0,3,0,0,0,6,1,0,0,14,9,0,0,0,1,4,0,11,10,0,0,7,10,0,3,0,0,0,1,0,0,0,0,0,0
"Cell 4104",18,29,25,23,12,21,18,9,52,1,14,16,25,3,0,22,9,11,34,86,13,28,2,26,30,12,4,2,7,23,0,15,0,13,3,3,10,25,34,5,9,13,18,4,10,0,4,0,9,2,2,0,0,18,2,0,0,24,13,7,20,0,12,13,0,5,5,6,1,0,6,3,0,1,23,0,0,2,0,18,3,0,4,5,0,2,4,13,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 4105",27,27,30,20,11,8,27,3,26,2,24,19,20,5,0,16,11,14,29,67,16,20,4,22,20,11,4,9,18,17,1,16,2,13,0,4,12,23,21,18,12,6,8,11,13,4,4,10,17,0,4,0,0,5,0,10,2,8,6,27,20,0,17,2,0,2,10,0,0,0,9,5,0,0,20,6,0,3,0,9,1,0,5,4,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 4106",18,24,38,21,32,6,16,14,39,9,11,31,20,15,1,8,14,18,12,69,24,38,20,9,32,14,13,17,13,4,0,8,7,10,1,15,19,12,28,7,5,12,2,12,13,4,0,5,11,0,3,0,0,14,5,0,1,14,10,41,5,0,6,8,0,0,4,0,0,0,1,0,4,0,20,8,0,9,0,0,6,0,5,9,0,0,2,16,0,9,0,0,0,0,0,3,0,2,0,0
"Cell 4107",23,31,29,16,21,12,17,6,39,5,19,13,19,8,1,20,19,11,17,83,31,32,9,12,16,9,5,11,16,21,0,14,14,10,1,11,7,38,19,7,11,12,15,7,11,6,0,2,9,0,6,0,0,5,0,4,6,36,19,24,18,0,6,9,0,1,5,2,3,0,6,3,1,0,15,3,0,12,0,10,0,0,4,7,0,0,10,11,0,7,0,0,0,0,0,1,0,1,0,0
"Cell 4108",17,22,19,27,14,11,26,11,51,19,39,14,24,11,0,19,15,14,22,99,53,27,6,6,25,8,8,10,17,15,0,10,10,16,0,7,8,22,58,5,15,5,12,10,7,5,1,7,6,0,6,0,0,15,0,0,0,21,21,30,15,0,13,10,0,3,3,4,3,0,9,0,2,0,28,5,0,8,0,7,5,0,0,9,0,2,5,16,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 4109",19,35,21,22,9,4,17,13,39,3,29,14,25,5,0,31,23,10,24,78,17,30,8,16,14,3,1,13,20,33,0,4,3,10,0,6,5,30,39,14,17,4,6,5,16,7,0,8,12,0,5,0,0,8,4,4,2,19,6,21,14,0,6,6,0,0,6,3,4,0,5,4,1,0,24,7,0,0,0,3,0,0,3,7,0,0,6,12,0,2,0,0,0,0,0,0,0,0,2,0
"Cell 4110",23,27,20,29,27,15,13,14,31,5,15,23,33,13,6,9,11,18,4,75,28,28,6,16,31,5,14,3,11,10,0,10,6,15,0,19,9,10,52,5,9,5,15,5,7,2,2,8,7,0,2,0,1,17,0,2,3,18,13,13,4,0,7,9,0,3,0,0,2,0,2,0,2,0,15,3,0,6,0,1,6,0,5,10,0,0,2,6,0,6,0,0,0,0,0,4,0,1,0,0
"Cell 4111",37,33,12,10,20,9,40,20,35,9,29,27,11,4,0,11,7,14,21,72,39,10,14,18,27,5,0,14,22,8,0,22,10,21,0,6,19,18,36,24,5,6,15,6,12,5,7,11,4,0,2,0,0,4,0,7,4,25,10,19,26,0,6,16,0,0,11,2,3,2,8,14,4,0,20,5,0,0,0,10,0,0,3,14,0,0,11,13,0,0,0,0,0,0,1,0,0,0,0,0
"Cell 4112",19,30,20,20,17,19,10,11,28,12,11,16,15,10,7,8,8,12,22,81,35,29,9,18,28,2,2,1,11,11,0,19,12,17,0,13,11,32,35,10,13,2,3,9,7,9,4,3,2,0,2,0,0,16,0,0,2,33,8,17,15,0,3,8,0,0,3,0,0,0,9,0,2,0,17,7,0,7,0,4,2,0,4,7,0,4,9,10,0,7,0,0,0,0,0,0,0,0,0,0
"Cell 4113",28,41,25,13,8,15,28,12,36,9,30,14,11,8,3,17,19,26,32,87,29,17,7,22,18,7,0,14,12,3,0,7,7,13,0,11,23,28,35,5,10,12,21,9,22,4,3,11,14,0,14,0,0,11,1,11,1,30,16,27,19,0,5,5,0,0,5,5,1,0,6,1,5,0,29,6,0,2,0,6,2,0,2,19,0,0,7,13,0,0,0,0,0,0,1,0,0,5,0,3
"Cell 4114",29,39,21,22,37,7,7,9,32,28,24,12,14,21,6,14,23,17,4,78,68,28,14,3,24,0,9,4,11,3,0,5,19,27,0,29,10,26,33,12,22,10,7,8,10,16,0,6,8,3,3,0,2,8,3,5,2,14,13,39,17,0,5,3,0,0,1,0,7,0,18,0,2,0,25,5,0,7,3,1,0,0,0,14,2,0,6,8,0,12,0,0,0,0,0,0,0,0,0,0
"Cell 4115",33,21,42,37,10,7,20,10,33,5,21,21,28,6,1,22,4,20,18,60,26,27,3,16,14,10,6,8,11,17,0,22,5,10,0,7,4,14,45,8,14,7,10,10,23,6,0,3,6,0,6,0,0,16,3,5,3,22,6,10,20,0,16,7,0,0,0,7,0,1,5,4,10,1,16,6,0,4,0,8,1,0,7,6,0,0,4,18,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 4116",25,36,21,28,19,9,24,19,26,10,14,11,21,8,5,12,15,10,19,115,48,16,12,7,13,4,3,15,12,6,0,28,6,11,0,10,3,33,39,11,14,7,14,18,8,2,4,6,3,0,6,0,0,3,0,3,4,21,14,23,29,0,5,8,0,1,0,3,5,0,0,1,0,0,8,7,0,8,0,2,1,1,5,7,0,0,12,11,0,2,0,0,0,0,0,0,0,1,0,0
"Cell 4117",29,22,16,23,34,7,23,21,34,3,28,11,31,12,0,24,28,13,7,70,20,41,2,21,16,12,14,11,11,28,0,4,1,7,0,13,11,20,50,1,15,2,12,14,8,0,2,4,14,0,5,0,0,22,6,5,0,15,8,22,9,0,4,14,0,3,0,0,1,0,2,5,0,0,26,7,0,2,0,5,1,0,5,7,0,0,2,18,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 4118",20,46,18,16,6,17,29,6,52,7,15,9,14,12,2,18,26,18,21,102,21,29,11,16,21,12,0,8,15,10,0,12,3,13,0,8,19,18,24,10,6,10,8,14,13,6,5,7,16,0,9,0,0,7,0,1,0,25,8,24,22,0,4,2,0,5,1,0,5,0,18,6,1,0,20,11,0,5,0,5,1,0,4,15,0,4,8,17,0,1,0,0,0,0,0,0,0,1,0,1
"Cell 4119",24,26,23,14,24,6,12,10,28,17,16,21,20,13,2,21,23,17,16,75,57,13,12,6,37,9,8,10,23,10,0,10,7,13,0,16,10,22,32,9,16,10,8,25,20,10,0,8,6,0,8,0,0,6,0,1,4,10,15,47,17,0,3,9,0,3,5,4,3,0,9,0,0,0,9,5,0,12,0,5,2,0,4,3,0,0,12,11,0,8,0,0,3,0,1,0,0,1,0,0
"Cell 4120",20,32,36,29,25,13,13,25,20,15,28,16,13,23,3,10,15,19,20,89,29,32,12,9,30,20,4,3,20,7,0,12,13,22,0,4,12,11,28,18,7,24,7,18,12,10,0,2,9,2,12,0,0,13,0,4,2,11,10,30,30,0,1,11,0,0,0,0,5,0,5,1,9,0,26,4,0,7,0,2,0,0,2,13,0,2,11,18,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 4121",22,27,24,13,12,9,21,6,28,8,16,13,26,6,1,24,31,23,33,105,22,27,6,17,22,14,2,19,11,5,0,5,4,13,0,8,13,39,34,9,1,19,9,8,12,14,4,2,13,0,3,0,0,12,0,6,2,16,10,33,24,3,6,8,0,0,1,1,0,0,3,1,0,0,23,2,0,9,0,10,0,0,4,7,6,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 4122",20,23,17,28,29,11,40,6,45,15,21,31,24,22,7,20,27,17,7,71,41,26,6,14,34,16,16,9,9,12,0,11,11,13,0,13,14,21,25,8,6,2,10,13,18,10,0,3,10,0,8,0,0,26,0,1,5,14,18,35,7,0,6,17,0,0,4,0,5,0,5,0,0,1,7,2,0,7,0,22,2,0,0,5,0,0,5,15,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 4123",10,28,30,27,12,12,34,2,48,2,21,38,15,4,0,26,8,22,34,78,16,29,6,30,9,9,1,22,22,10,0,14,2,11,0,3,11,28,53,3,7,17,11,11,10,3,7,10,5,0,10,0,0,8,0,3,3,36,9,6,22,0,7,7,0,0,4,0,0,0,3,9,0,0,24,5,0,2,0,10,12,0,3,8,0,0,10,13,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 4124",34,23,17,17,17,19,24,15,29,13,20,20,10,13,1,9,25,15,19,70,33,41,6,12,17,17,2,3,5,9,0,9,12,27,0,6,12,19,27,8,5,12,8,14,14,8,0,4,2,0,13,0,0,5,0,1,9,29,16,28,32,0,1,7,0,4,2,0,6,0,5,5,1,0,22,4,0,3,0,8,3,0,4,7,1,0,9,24,0,5,0,0,0,0,0,0,0,3,0,0
"Cell 4125",17,25,19,22,23,9,28,10,33,8,19,19,31,21,0,17,10,31,18,66,28,31,8,6,14,14,3,1,12,10,0,19,9,19,0,11,9,26,29,4,13,3,18,10,15,15,0,7,16,2,8,0,0,6,0,2,0,19,17,43,8,1,6,3,0,1,2,0,2,0,11,1,0,0,23,5,0,9,0,11,6,0,4,6,0,0,7,11,0,8,0,0,0,0,0,0,0,0,0,0
"Cell 4126",26,23,34,29,20,12,26,16,30,8,18,12,29,8,0,9,7,20,20,81,50,21,9,13,23,12,7,7,9,1,0,22,3,14,0,5,13,29,50,6,7,3,13,6,15,0,3,4,4,0,6,0,0,23,8,2,5,8,14,12,29,0,6,9,0,2,1,0,0,0,4,1,2,1,21,2,0,4,0,3,1,0,14,7,0,4,7,17,0,8,0,0,0,0,0,0,0,11,0,0
"Cell 4127",31,28,8,30,13,6,26,20,29,1,25,17,26,7,0,14,7,17,36,63,19,32,10,14,22,1,0,2,12,15,0,10,2,15,0,4,7,33,41,14,5,7,11,11,6,7,5,7,3,0,6,0,0,6,6,5,9,13,5,16,27,0,5,7,0,0,7,0,2,0,5,3,0,0,30,6,0,7,0,3,0,0,6,8,0,0,13,13,0,0,0,0,0,0,0,0,0,3,0,0
